tl(s),pix_l,exx_l,eyy_l
0.17317795753479004,[(1175.853982300885, 1123.0088495575221), (1125.7944444444445, 1165.5611111111111), (1083.6153846153845, 1117.6508875739646), (1133.6607142857142, 1067.5535714285713)],0.07799909748722467,0.18938536463017908
1.275688886642456,[(1169.5112107623318, 1122.439461883408), (1118.953642384106, 1166.23178807947), (1076.1739130434783, 1117.0372670807453), (1127.0314465408806, 1065.691823899371)],2.663922358106996,1.3827912034424905
2.375981092453003,[(1164.9102564102564, 1122.837606837607), (1114.3229813664595, 1167.0745341614906), (1070.871794871795, 1117.4679487179487), (1121.9386503067485, 1065.5705521472394)],3.6483055621823635,2.144393980253523
3.4814908504486084,[(1161.6910569105692, 1123.459349593496), (1110.3559322033898, 1167.7457627118645), (1066.8630952380952, 1118.047619047619), (1118.0988372093022, 1065.8779069767443)],4.0198663015568625,3.001947489921042
4.586633920669556,[(1158.8816326530612, 1123.6734693877552), (1107.3279569892472, 1167.983870967742), (1063.4742857142858, 1118.2285714285715), (1115.0176470588235, 1065.8764705882354)],4.264471449103224,3.6312746390390727
5.691798210144043,[(1156.5126050420167, 1123.7689075630253), (1104.7978142076502, 1168.5409836065573), (1060.9036144578313, 1118.2771084337348), (1112.5549132947976, 1065.670520231214)],5.043654541098497,3.8502995744050805
6.799248933792114,[(1154.4041666666667, 1123.8875), (1102.5911602209944, 1168.8950276243095), (1058.5, 1118.4770114942528), (1110.300578034682, 1065.699421965318)],5.3756656218264975,4.170919260959405
7.899080991744995,[(1152.7531380753137, 1123.7740585774059), (1100.695652173913, 1169.0923913043478), (1056.4682080924856, 1118.5028901734104), (1108.4237288135594, 1065.6892655367233)],5.587569698918404,4.584503634235326
9.004485130310059,[(1150.9426229508197, 1123.922131147541), (1098.8440860215053, 1169.0752688172042), (1054.5280898876404, 1118.7134831460673), (1106.556179775281, 1065.3426966292134)],5.923975843454743,4.725278247982434
10.109484195709229,[(1149.253112033195, 1123.8589211618257), (1097.1297297297297, 1169.1351351351352), (1052.7005649717514, 1118.6892655367233), (1104.8435754189943, 1065.31843575419)],6.00988026639846,4.875188784404139
11.209808111190796,[(1147.7673469387755, 1123.9224489795918), (1095.4921465968587, 1169.4083769633507), (1051.2670454545455, 1118.6647727272727), (1103.3563218390805, 1065.1264367816093)],6.484949517121552,4.818439740073477
12.315001249313354,[(1146.408906882591, 1123.9149797570851), (1094.0106382978724, 1169.3989361702127), (1049.387283236994, 1118.9479768786127), (1101.8277777777778, 1065.2277777777779)],6.371827405841524,5.384698857567871
13.4204843044281,[(1145.1093117408907, 1124.008097165992), (1092.4893617021276, 1169.7712765957447), (1048.0, 1118.778409090909), (1100.3505747126437, 1065.0862068965516)],6.8965953518641765,5.479945496087146
14.525676012039185,[(1143.9634146341464, 1124.081300813008), (1091.2903225806451, 1169.9301075268818), (1046.4011299435028, 1118.9943502824858), (1099.1511627906978, 1065.0174418604652)],7.128999400329961,5.971963832893179
15.631047487258911,[(1142.601593625498, 1124.1195219123506), (1089.8449197860962, 1170.0106951871658), (1044.9314285714286, 1118.8514285714286), (1097.4540229885058, 1064.816091954023)],7.416893042388106,6.089143273775499
16.731240034103394,[(1141.425702811245, 1124.1566265060242), (1088.489247311828, 1170.1612903225807), (1043.391061452514, 1119.0614525139665), (1096.36, 1064.7542857142857)],7.6337815052517355,6.4850367268451725
17.836445093154907,[(1140.1967871485945, 1124.2208835341366), (1087.2628865979382, 1170.3092783505156), (1042.0285714285715, 1118.9714285714285), (1095.028901734104, 1064.7745664739884)],7.764186654858363,6.630124938224347
18.941713333129883,[(1139.1138211382113, 1124.418699186992), (1086.0362694300518, 1170.5336787564768), (1040.7443181818182, 1118.9772727272727), (1093.816091954023, 1064.6666666666667)],8.103506880146561,6.848762742784431
20.04693913459778,[(1137.879518072289, 1124.5863453815261), (1084.820512820513, 1170.7589743589745), (1039.4198895027625, 1119.171270718232), (1092.446327683616, 1064.683615819209)],8.316254755444042,6.946657008439305
21.152177572250366,[(1136.9435483870968, 1124.6209677419354), (1083.4526315789474, 1170.9368421052632), (1038.1420454545455, 1119.1988636363637), (1091.4696132596684, 1064.5193370165746)],8.66562932525019,7.31800027647298
22.252497911453247,[(1135.9435483870968, 1124.6209677419354), (1082.3617021276596, 1171.0478723404256), (1036.7386363636363, 1119.3977272727273), (1090.2903225806451, 1064.52688172043)],8.771301041347556,7.756182446224824
23.358200073242188,[(1135.1048387096773, 1124.7298387096773), (1081.4052631578948, 1171.3526315789475), (1035.502824858757, 1119.3672316384182), (1089.2185792349726, 1064.4043715846994)],9.207596699715626,8.18751367868793
24.4628963470459,[(1134.1195219123506, 1124.6613545816733), (1080.0842105263157, 1171.4421052631578), (1034.3977900552486, 1119.4419889502763), (1087.978021978022, 1064.39010989011)],9.313523541462132,8.31755114410264
25.568122625350952,[(1133.149193548387, 1124.6814516129032), (1079.268817204301, 1171.7043010752689), (1033.1888888888889, 1119.6), (1086.901098901099, 1064.39010989011)],9.581258374239354,8.576688457944858
26.668562650680542,[(1132.292, 1124.884), (1078.2606382978724, 1171.8031914893618), (1031.8777777777777, 1119.7277777777779), (1085.8351648351647, 1064.2637362637363)],9.811281232802372,9.069732831522481
27.77402377128601,[(1131.3241106719368, 1124.98814229249), (1077.2684210526315, 1172.0263157894738), (1030.664864864865, 1119.654054054054), (1084.867403314917, 1064.2265193370165)],10.07712230123754,9.335876972716207
