t(s),press,volumetric_flow,mass_flow
0.0979914665222168,1016.8689575195312,0.0,0.0
0.19286561012268066,1016.9766845703125,0.0,0.0
0.33573484420776367,1016.8689575195312,44.3515625,0.06883203238248825
0.4330587387084961,1017.8923950195312,97.0078125,0.09335547685623169
0.5468425750732422,1020.3163452148438,102.9453125,0.09628906846046448
0.6409006118774414,1021.3397827148438,104.43359375,0.0974414125084877
0.7354915142059326,1021.6629638671875,105.078125,0.09794922173023224
0.8490691184997559,1022.0400390625,105.44140625,0.09831640869379044
0.9623126983642578,1022.2554931640625,105.7734375,0.09856641292572021
1.0568907260894775,1022.470947265625,105.953125,0.09873437881469727
1.1547179222106934,1022.4171142578125,106.10546875,0.09887109696865082
1.2487552165985107,1022.632568359375,106.23046875,0.09896094352006912
1.3439743518829346,1022.7402954101562,106.32421875,0.09904297441244125
1.4556829929351807,1022.8480224609375,106.42578125,0.09913672506809235
1.5524413585662842,1022.8480224609375,106.46484375,0.09920703619718552
1.650635004043579,1022.9557495117188,106.49609375,0.09928125143051147
1.7437117099761963,1022.90185546875,106.5625,0.09931641072034836
1.8398022651672363,1023.1173706054688,106.55859375,0.09937500208616257
1.9529743194580078,1023.2789306640625,106.62890625,0.09937500208616257
2.0487136840820312,1023.22509765625,106.6484375,0.09941406548023224
2.142826557159424,1023.4405517578125,106.671875,0.0994257852435112
2.2421939373016357,1023.4405517578125,106.73046875,0.09947656840085983
2.3346340656280518,1023.494384765625,106.7421875,0.0994882881641388
2.4466018676757812,1023.656005859375,106.76171875,0.09953906387090683
2.547971248626709,1023.7098388671875,106.7578125,0.09953906387090683
2.6561243534088135,1023.92529296875,106.796875,0.09957031905651093
2.7510979175567627,1023.8714599609375,106.78515625,0.0995781272649765
2.848316192626953,1023.9791870117188,106.8203125,0.09959375113248825
2.942965507507324,1024.1407470703125,106.76171875,0.09962500631809235
3.0399818420410156,1024.0869140625,106.8046875,0.09963281452655792
3.1343417167663574,1024.3023681640625,106.8125,0.09966015815734863
3.2302024364471436,1024.356201171875,106.828125,0.09964453428983688
3.328970432281494,1024.517822265625,106.78125,0.09967578947544098
3.4229648113250732,1024.5716552734375,106.82421875,0.09965234994888306
3.521244525909424,1024.841064453125,106.85546875,0.09969141334295273
3.6153697967529297,1024.94873046875,106.8203125,0.09968750178813934
3.7297041416168213,1025.002685546875,106.80078125,0.09970313310623169
3.824888229370117,1025.2181396484375,106.78125,0.09974218904972076
3.921229362487793,1025.379638671875,106.76953125,0.09971875697374344
4.017985582351685,1025.5950927734375,106.74609375,0.09974218904972076
4.113413095474243,1025.6490478515625,106.7890625,0.09971875697374344
4.2057318687438965,1025.810546875,106.7578125,0.09973828494548798
4.30571722984314,1026.026123046875,106.77734375,0.09973438084125519
4.40076756477356,1026.1876220703125,106.7734375,0.09977344423532486
4.5112152099609375,1026.3492431640625,106.73046875,0.09975000470876694
4.605637550354004,1026.403076171875,106.7421875,0.09976562857627869
4.702272653579712,1026.726318359375,106.69921875,0.0997617244720459
4.80101203918457,1026.8341064453125,106.703125,0.09977734833955765
4.896653413772583,1026.9417724609375,106.67578125,0.09976953268051147
4.991168975830078,1027.1033935546875,106.66796875,0.09979687631130219
5.085528373718262,1027.1572265625,106.69921875,0.09980859607458115
5.185432195663452,1027.2650146484375,106.64453125,0.0997617244720459
5.279181241989136,1027.3726806640625,106.65625,0.09980078786611557
5.373569488525391,1027.426513671875,106.65234375,0.09979687631130219
5.473724126815796,1027.48046875,106.6640625,0.09979687631130219
5.568734407424927,1027.749755859375,106.62890625,0.09978125244379044
5.661748647689819,1027.8575439453125,106.62109375,0.09980859607458115
5.760912895202637,1027.9652099609375,106.609375,0.09981250762939453
5.8729798793792725,1028.1268310546875,106.59765625,0.09982031583786011
5.967839956283569,1028.3961181640625,106.58203125,0.09983203560113907
6.06428337097168,1028.3961181640625,106.58203125,0.09985547512769699
6.159339666366577,1028.773193359375,106.58203125,0.09980859607458115
6.255123853683472,1028.8270263671875,106.53515625,0.09983985126018524
6.350379228591919,1029.096435546875,106.51953125,0.09983593970537186
6.448524236679077,1029.2041015625,106.53125,0.09983985126018524
6.544617414474487,1029.36572265625,106.51171875,0.09982813149690628
6.639783620834351,1029.52734375,106.48828125,0.09983593970537186
6.734209299087524,1029.7427978515625,106.48828125,0.09987500309944153
6.829419374465942,1029.8504638671875,106.44140625,0.0998515635728836
6.925050258636475,1030.1737060546875,106.453125,0.09986328333616257
7.024744987487793,1030.2813720703125,106.40234375,0.0998242199420929
