tr(s),pix_r,exx_r,eyy_r
0.25461697578430176,[(966.6416430594901, 1147.443342776204), (965.8707037643208, 1099.9165302782324), (914.117903930131, 1092.9039301310045), (1013.2292576419214, 1100.085152838428)],0.0968520187212718,-0.15409713497348543
1.2947523593902588,[(965.1534170153417, 1147.6276150627616), (964.5655737704918, 1099.6803278688524), (912.560975609756, 1092.7915742793791), (1012.2287581699346, 1100.1023965141612)],0.6412572737878541,0.40645560360594857
2.392918586730957,[(963.349710982659, 1147.6228323699422), (962.5176470588235, 1099.7243697478991), (910.3576158940398, 1092.3289183222957), (1010.7510917030568, 1100.0545851528384)],1.4815976836582978,1.1375272207289067
3.5205185413360596,[(961.7044476327117, 1147.9081779053085), (960.8406304728546, 1099.4395796847637), (908.2237136465325, 1092.0648769574943), (1009.4162995594713, 1100.15859030837)],2.4898941903489735,1.9425598111086462
4.645280838012695,[(959.8948863636364, 1148.0085227272727), (959.451048951049, 1099.006993006993), (905.916114790287, 1091.9403973509934), (1007.8786610878661, 1099.918410041841)],2.9025172175286995,2.7182266433695146
5.744365453720093,[(958.2022630834512, 1148.3677510608204), (957.6415770609319, 1098.7724014336918), (904.0022123893805, 1091.575221238938), (1006.4105960264901, 1099.737306843267)],4.232025568946951,3.167368240464552
6.875216722488403,[(956.4606580829757, 1148.7038626609442), (955.556350626118, 1099.2039355992845), (901.7805429864253, 1091.3619909502263), (1005.1333333333333, 1099.8666666666666)],5.240239465788132,4.118774281046078
7.99599289894104,[(954.7784256559767, 1149.0991253644315), (953.573402417962, 1099.0587219343697), (899.7266666666667, 1091.2133333333334), (1003.950323974082, 1099.8272138228942)],6.2385030916409345,4.996095543350965
9.12282395362854,[(953.0744525547445, 1149.6087591240876), (952.5009276437847, 1099.2152133580705), (897.6391982182628, 1090.9710467706013), (1002.5464601769911, 1099.7522123893805)],7.618511668733152,5.684766629526994
10.23398470878601,[(951.7271386430679, 1149.9351032448378), (950.4784240150094, 1098.8348968105065), (895.8201754385965, 1090.9320175438597), (1001.3863636363636, 1099.6068181818182)],8.289085848425891,6.348576403022799
11.339403629302979,[(949.8107302533532, 1150.5394932935917), (948.9222011385199, 1099.0645161290322), (893.9440715883669, 1090.6644295302012), (1000.3427230046948, 1099.4835680751173)],9.889437866234907,7.1872092997222525
12.445528268814087,[(948.2793893129771, 1151.1083969465649), (947.683908045977, 1098.9865900383143), (892.0, 1090.6877828054298), (999.2112676056338, 1099.4788732394366)],10.890693156333132,8.005848073842191
13.561498165130615,[(946.7706422018349, 1151.7461773700306), (945.938492063492, 1098.9761904761904), (889.9592760180996, 1090.4773755656108), (998.0183908045977, 1099.6367816091954)],12.447382363241788,8.859978948808745
14.681716918945312,[(945.4456355283307, 1151.9188361408883), (944.7690721649485, 1098.8268041237113), (887.9908675799087, 1090.5776255707763), (996.822695035461, 1099.6052009456264)],12.580275057769018,9.638418463632759
15.795856237411499,[(943.9847094801223, 1152.17125382263), (943.5282258064516, 1099.342741935484), (886.2184684684685, 1090.5653153153153), (995.7091346153846, 1099.704326923077)],13.066133483267283,10.302140040606922
16.923269748687744,[(942.5, 1152.8400621118012), (942.0635593220339, 1099.4703389830509), (884.6681614349776, 1090.4551569506727), (995.0170731707317, 1099.770731707317)],14.495780523684743,11.166746389811234
18.03533911705017,[(941.0728155339806, 1153.4352750809062), (940.4698544698545, 1099.3638253638253), (882.8558352402746, 1090.1945080091534), (993.9119804400978, 1099.6968215158925)],16.066554370728745,11.879221410197705
19.14057183265686,[(939.7100977198697, 1153.299674267101), (939.4745011086475, 1099.2572062084257), (881.5714285714286, 1090.0090702947846), (992.734335839599, 1099.7393483709272)],16.15802064472842,11.986774729839244
20.27245020866394,[(938.0658978583197, 1153.7495881383854), (937.9440860215054, 1099.4666666666667), (879.277027027027, 1090.0247747747749), (992.0179948586118, 1099.7994858611826)],16.95493045870564,13.576530855943481
21.38956069946289,[(937.0480928689884, 1154.0547263681592), (937.3429203539823, 1099.632743362832), (878.0765550239234, 1090.1004784688996), (991.4083769633507, 1099.9057591623036)],17.37601447206396,14.171763991700992
