t(s),press,volumetric_flow,mass_flow
0.11164712905883789,1023.92529296875,0.0,0.0
0.20681142807006836,1023.8175659179688,0.00390625,0.0
0.3665006160736084,1024.41015625,42.3359375,0.07757031917572021
0.46541309356689453,1025.97216796875,99.1875,0.09453125298023224
0.5624678134918213,1028.449951171875,103.375,0.09666015952825546
0.673515796661377,1029.68896484375,104.484375,0.09754688292741776
0.8013386726379395,1030.820068359375,105.0078125,0.09812890738248825
0.8961222171783447,1031.6280517578125,105.26171875,0.09841406345367432
1.0249178409576416,1032.166748046875,105.48046875,0.09861328452825546
1.1198351383209229,1033.0823974609375,105.6015625,0.09880078583955765
1.2329440116882324,1033.9442138671875,105.68359375,0.09894922375679016
1.3287343978881836,1034.48291015625,105.7578125,0.09900391101837158
1.4413623809814453,1034.913818359375,105.72265625,0.09912890940904617
1.5510239601135254,1035.66796875,105.77734375,0.09919141232967377
1.6644618511199951,1036.422119140625,105.80078125,0.09925390779972076
1.758857011795044,1037.1761474609375,105.78125,0.09930078685283661
1.8578226566314697,1037.6610107421875,105.72265625,0.09934375435113907
1.9663405418395996,1038.307373046875,105.73828125,0.09937109798192978
2.0653085708618164,1039.0615234375,105.7109375,0.09940625727176666
2.1599228382110596,1039.60009765625,105.671875,0.09944922477006912
2.255357265472412,1040.3004150390625,105.7265625,0.09953125566244125
2.368694543838501,1040.8389892578125,105.63671875,0.09932813048362732
2.4938132762908936,1041.4853515625,105.5,0.09951953589916229
2.592412233352661,1042.3472900390625,105.4921875,0.09954297542572021
2.68705153465271,1042.8858642578125,105.4375,0.099546879529953
2.7835371494293213,1043.4783935546875,105.46875,0.09960156679153442
2.8947362899780273,1044.01708984375,105.37109375,0.09961328655481339
2.9891562461853027,1044.71728515625,105.31640625,0.09963281452655792
3.0844733715057373,1045.4176025390625,105.23828125,0.09962891042232513
3.1820569038391113,1046.0101318359375,105.23046875,0.09962109476327896
3.2795751094818115,1046.5487060546875,105.16015625,0.09964453428983688
3.376401901245117,1047.2490234375,105.171875,0.09966015815734863
3.4857945442199707,1047.841552734375,105.1484375,0.09974610060453415
3.5829050540924072,1048.4879150390625,105.02734375,0.09969141334295273
